username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
trendinaliaDE;2016-06-17 15:43;0;0;"Das Hashtag # Brexit war auf Platz 10 im Top20 von den Trends in Deutschland am Donnerstag 16: http://www.trendinalia.com/twitter-trending-topics/germany/germany-160616.html … # trndnl";;;# #;"743801144636432386";https://twitter.com/trendinaliaDE/status/743801144636432386
notoriousBjaoui;2016-06-17 14:51;0;0;"oui elle est à contre courant. D'accord avec toi pr le brexit bizarre cette sensation que c'était prévu d'avance .";;;;"743788030910144514";https://twitter.com/notoriousBjaoui/status/743788030910144514
FashionNewsUK;2016-06-17 14:48;1;0;"European Markets Bounce as Brexit Fears Diminish http://j.mp/24VFPSk # Fashionpic.twitter.com/hKMbUlOTdr";;;#;"743787324480225280";https://twitter.com/FashionNewsUK/status/743787324480225280
notoriousBjaoui;2016-06-17 14:46;0;0;"la macro n'aidant pas j'espère qu'il n'y aura pas de Brexit sinon on se prends 6mois pour revenir à un rythme normal";;;;"743786941196472320";https://twitter.com/notoriousBjaoui/status/743786941196472320
cvilasp;2016-06-17 14:32;0;1;"Hope comes from neighbours. # brexit @Liverpool https://www.instagram.com/p/BGwXbmrqK6O/";;@Liverpool;#;"743783479914172416";https://twitter.com/cvilasp/status/743783479914172416
TSFRadio;2016-06-17 14:30;0;0;"# Internacional Brexit. Bruxelas espera "resultado positivo" no… http://dlvr.it/Lb11Cr  Em http://www.TSF.pt pic.twitter.com/NqOWxCKIMQ";;;#;"743782779641438209";https://twitter.com/TSFRadio/status/743782779641438209
donnantwich;2016-06-17 13:55;0;0;"Politician out of touch with electorate shocker. # BREXIT";;;#;"743774032554762240";https://twitter.com/donnantwich/status/743774032554762240
TSFRadio;2016-06-17 13:46;1;1;"# Politica Brexit. Referendo obriga a repensar a Europa  http://dlvr.it/Lb0G5X  Em http://www.TSF.pt pic.twitter.com/PIjMRVKGco";;;#;"743771892205527042";https://twitter.com/TSFRadio/status/743771892205527042
DailyGLAMORGAN;2016-06-17 13:29;0;0;"'Please don't go' - What the rest of the world is saying about Brexit http://j.mp/24VxiPB # Cymrupic.twitter.com/WOyMwkmDD4";;;#;"743767432985141248";https://twitter.com/DailyGLAMORGAN/status/743767432985141248
AlexeyShmatko;2016-06-17 12:57;0;0;"На польском магазине призывают остаться в ЕС. # Swansea # Wales # UK # Brexit @Swansea railway station https://www.instagram.com/p/BGwMfbdEMT_/";;@Swansea;# # # #;"743759429099651072";https://twitter.com/AlexeyShmatko/status/743759429099651072
ptext;2016-06-17 12:43;0;0;"PM: Westfalen-Blatt: Elmar Brok: "Die Brexit-Kampagne ist voller ... https://www.ptext.de/n/1105951";;;;"743755952499757058";https://twitter.com/ptext/status/743755952499757058
jarede;2016-06-17 12:23;0;0;"Quite key and paywall free " @ DavidAllenGreen: Can the UK government legally disregard a vote for Brexit? https://next.ft.com/content/5b82031e-1056-31e1-8e0e-4e91774e27f1 …"";;@;;"743750852230283264";https://twitter.com/jarede/status/743750852230283264
TSFRadio;2016-06-17 12:20;0;0;"# Politica Brexit. "Efeito dominó não atingirá Portugal" http://dlvr.it/LZyl6v  Em http://www.TSF.pt pic.twitter.com/JixqPxX34h";;;#;"743750072005853185";https://twitter.com/TSFRadio/status/743750072005853185
GuardianTrustFX;2016-06-17 12:13;0;1;"How To Trade # Forex - Trapped Traders® Daily Analysis - Selling GBP/CHF https://youtu.be/fPrsS04WI00  via @ YouTube # Brexit # Grexit # EU";;@;# # # #;"743748463834234882";https://twitter.com/GuardianTrustFX/status/743748463834234882
LNACurrie;2016-06-17 11:56;12;8;"Switzerland outside EU can borrow at negative rates for 30 years. So much for rate rise in # Brexit pic.twitter.com/pQnSOrYeSX # VoteLeave";;;# #;"743744014122258437";https://twitter.com/LNACurrie/status/743744014122258437
annetteand2dogs;2016-06-17 11:49;1;1;"Been worried about this for a while, the discourse of Brexit/Trump making racism more acceptable and extreme acts more likely. (1/2)";;;;"743742452868145152";https://twitter.com/annetteand2dogs/status/743742452868145152
thaz01t;2016-06-17 11:25;0;0;"I still think # DavidCameron wont let UK leave the EU even if we vote for # brexit he'll just make up excuses why we need 2 stay # wrightstuff";;;# # #;"743736260775161856";https://twitter.com/thaz01t/status/743736260775161856
berlingske;2016-06-17 10:58;1;0;"Ekspert efter Jo Cox-mord: Brexit-debatten vil ændre sig dramatisk http://www.b.dk/globalt/ekspert-efter-jo-cox-mord-brexit-debatten-vil-aendre-sig-dramatisk?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/n1jVRFvSLV";;;;"743729417881411585";https://twitter.com/berlingske/status/743729417881411585
FilippoHalb;2016-06-17 10:11;0;0;"La campagna ricattatoria anti # Brexit di # UE, economia e finanza, è vergognosa. Pensino al perché siamo arrivati a questo punto, piuttosto.";;;# #;"743717694386511872";https://twitter.com/FilippoHalb/status/743717694386511872
StAlbansMP;2016-06-17 10:06;0;1;"St Albans MP Anne Main will join UKIP London Assembly member Peter Whittle at a Brexit rally in St Albans… http://dlvr.it/LZwKGL # StAlbans";;;#;"743716449651298304";https://twitter.com/StAlbansMP/status/743716449651298304
VictorALP;2016-06-17 09:54;0;0;"Me parece bien que los ingleses decidan si siguen en la UE. Estaria bien que preguntasen al resto si queremos que ellos sigan # Brexit";;;#;"743713413302362112";https://twitter.com/VictorALP/status/743713413302362112
markstibbe;2016-06-17 09:52;0;3;"Watching game v Wales in Germany the German commentator talked about the dangers of England's "early Brexit" # wittypic.twitter.com/wARUEvIe2c";;;#;"743712865777922048";https://twitter.com/markstibbe/status/743712865777922048
Nolan3802;2016-06-17 09:36;0;0;"# Brexit europeisti fin quando conviene ed indipendentisti quando si parla di . Il refer. dovremmo farlo noi se tenerceli o no # Eurexit";;;# #;"743708971337342976";https://twitter.com/Nolan3802/status/743708971337342976
Nolan3802;2016-06-17 09:27;0;0;"# Brexit ad essere sincero non saperi ben valutare impatto vs. In buona parte nn si sono mai sentiti europeisti (sterlina ecc)";;;#;"743706694723592192";https://twitter.com/Nolan3802/status/743706694723592192
GideonAmosNo1;2016-06-17 09:16;0;0;"What the fuck is a # Brexit ? Is it like a # Roxette but without a sterling # chorus ? @… https://www.instagram.com/p/BGvzOdxsV7z/";;@;# # #;"743703864075911168";https://twitter.com/GideonAmosNo1/status/743703864075911168
VaeVictis;2016-06-17 08:57;2;3;"Mah, non ho ho mai creduto a una vittoria del # Brexit. pic.twitter.com/eY9vgd5hJR";;;#;"743699177205436416";https://twitter.com/VaeVictis/status/743699177205436416
ajkaestner;2016-06-17 08:17;1;0;"In den letzten Tagen ist der # bitcoin Kurs förmlich explodiert. Ist das ein Effekt eines drohenden # Brexit?";;;# #;"743688911835193344";https://twitter.com/ajkaestner/status/743688911835193344
donnantwich;2016-06-17 07:44;3;4;"If you wondered when things might return to normal, Polly says # brexit supporters are racists. Fuck you Polly pic.twitter.com/N9EmGafshH";;;#;"743680787803840512";https://twitter.com/donnantwich/status/743680787803840512
donnantwich;2016-06-17 07:25;1;1;"The left will milk this for every drop of hatred. We'll still # brexit mind.";;;#;"743675987372630016";https://twitter.com/donnantwich/status/743675987372630016
berlingske;2016-06-17 06:34;2;3;"»Britain first«: Var mord på britisk politiker relateret til kommende Brexit-afstemning? http://www.b.dk/globalt/britain-first-var-mord-paa-britisk-politiker-relateret-til-kommende-brexit-afstemni?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/JKo9F2S15y";;;;"743663022443397120";https://twitter.com/berlingske/status/743663022443397120
MitchellSheyna;2016-06-17 04:57;0;0;"HANG ON?. AMERICAS GUN LAWS ARE AS OLD AS AMERICA. THE BREXIT CAMPAIGN WAS SANCTIONED IN THE LAST YEAR. WHATS THE COINCIDENCE?";;;;"743638713280888837";https://twitter.com/MitchellSheyna/status/743638713280888837
JezzaBrown69;2016-06-17 02:49;0;0;"# brexit # nobrexit # fucktrump2016 # fucktrumpsupporters # fucktrump # fucktrumptho # fucktrump2k16… https://www.instagram.com/p/BGvG4pCDuiF/";;;# # # # # # #;"743606358008815620";https://twitter.com/JezzaBrown69/status/743606358008815620
anthonybaileyEU;2016-06-17 02:15;0;1;"Launching a report # Brexit The # Irish # dimension published by # britishinfluence and… https://www.instagram.com/p/BGvDCKnk10o/";;;# # # #;"743597894939246593";https://twitter.com/anthonybaileyEU/status/743597894939246593
dykesy1;2016-06-17 00:18;1;1;"unsure if the # dailystar one is real . Not good if it is . No connection to # Brexit at all";;;# #;"743568540003893249";https://twitter.com/dykesy1/status/743568540003893249
dykesy1;2016-06-17 00:07;1;1;"im voting out just for your info . # Brexit";;;#;"743565683993214981";https://twitter.com/dykesy1/status/743565683993214981
VaeVictis;2016-06-17 00:01;57;28;"E mentre in Gran Bretagna hanno categoricamente smentito la matrice # Brexit dell’omicidio, da noi Repubblica e il Corriere continuano…";;;#;"743564069228027904";https://twitter.com/VaeVictis/status/743564069228027904
dirktherabbit;2016-06-16 23:31;2;3;"your assumption is leave is handicapped yet @ TheScepticIsle‘s Group campaigns for # brexit & doesn’t fan fear of foreigners";;@;#;"743556518591733760";https://twitter.com/dirktherabbit/status/743556518591733760
rahman_nazneen;2016-06-16 23:27;5;4;"55% Remain 45% Brexit in poll of oncologists at # OF16 Question time. Surprising and worryingly close. # remainpic.twitter.com/wsKqMMMKdt";;;# #;"743555681349931008";https://twitter.com/rahman_nazneen/status/743555681349931008
donnantwich;2016-06-16 23:27;0;0;"Nothing has changed, the lies will just get bigger. # brexit";;;#;"743555555457925121";https://twitter.com/donnantwich/status/743555555457925121
spriha;2016-06-16 22:46;1;0;"# British flags at # oxfordcircus. Nationalism at its peak with # Brexit around the corner.… https://www.instagram.com/p/BGurEF7rOwi/";;;# # #;"743545185011802112";https://twitter.com/spriha/status/743545185011802112
Newsminster;2016-06-16 22:27;1;1;"America’s gun laws and our rush to Brexit are symptoms of two fearful nations |… http://bit.ly/1Q99lCL # Politicspic.twitter.com/7ZwxUZR7sa";;;#;"743540465912283137";https://twitter.com/Newsminster/status/743540465912283137
verweisung;2016-06-16 22:22;0;2;"Gotta love my neighbourhood. # harringay # brexit # remain @Harringay Green Lanes railway station https://www.instagram.com/p/BGuoZzrDL4t/";;@Harringay;# # #;"743539326936571904";https://twitter.com/verweisung/status/743539326936571904
artiglio02;2016-06-16 22:18;0;0;"I sondaggi dicono che Brexit sia 7.o 8 punti rispetto al no exit. Per cui non credo che la signora sia stata uccisa per cio'";;;;"743538280847781888";https://twitter.com/artiglio02/status/743538280847781888
ptext;2016-06-16 22:15;0;0;"PM: Rheinische Post: Kommentar / Heilsamer Brexit = Von Michael Bröcker https://www.ptext.de/n/1105708";;;;"743537540460871681";https://twitter.com/ptext/status/743537540460871681
g3_mar;2016-06-16 21:55;0;0;"@ El_Intermedio hoy es grabado?ni 1 palabra del asesinato por el Brexit";;@;;"743532415650533376";https://twitter.com/g3_mar/status/743532415650533376
g3_mar;2016-06-16 21:54;0;0;"@ ElIntermedio sin duda está grabado ya que ni una palabra del asesinato por el Brexit";;@;;"743532098049482753";https://twitter.com/g3_mar/status/743532098049482753
PeteArman;2016-06-16 21:52;0;1;"All ready to go!!! # brexit # postalvote # bremain # voteremain @… https://www.instagram.com/p/BGuk9ackhEittIyez0XAoeWjQhVYnr7vjpIhhU0/ …";;@;# # # #;"743531760240123904";https://twitter.com/PeteArman/status/743531760240123904
jarede;2016-06-16 21:51;0;0;"a vote for brexit is a vote of no confidence";;;;"743531425777979392";https://twitter.com/jarede/status/743531425777979392
fernandorubio81;2016-06-16 21:49;0;0;"Vivo en Escocia y aquí son, en su mayor parte, contrarios al Brexit. Es más, podrían hacer otro referendo si saliera el sí @__ju1_";;@__ju1_;;"743530881474756608";https://twitter.com/fernandorubio81/status/743530881474756608
tomaszrykala;2016-06-16 20:37;0;0;"Sums up what I think of this # Brexit business. We're always better together. Now let's have a great game # POL # GERpic.twitter.com/wwFFcvRxdc";;;# # #;"743512778292465664";https://twitter.com/tomaszrykala/status/743512778292465664
SteveKuncewicz;2016-06-16 20:23;0;1;"# brexit Debate. Today's events cast a dark shadow over the whole issue. Hoping for some sane viewpoints. https://www.swarmapp.com/c/5Wy9sLnTiyT";;;#;"743509243869945857";https://twitter.com/SteveKuncewicz/status/743509243869945857
Corpo_Insider;2016-06-16 20:21;0;0;"# CelioEconomicsDesk Rolls-Royce: 'Brexit is about uncertainty' http://dlvr.it/LZhGNy";;;#;"743508730889764864";https://twitter.com/Corpo_Insider/status/743508730889764864
Newsminster;2016-06-16 20:18;0;0;"Why the Bank of England was right to reveal Brexit anxiety http://bit.ly/24UfLHv # Politicspic.twitter.com/lWx1mE75K1";;;#;"743507991110946816";https://twitter.com/Newsminster/status/743507991110946816
LoraineRiddick2;2016-06-16 20:04;0;0;"ulster doesn't say no to brexit!!";;;;"743504556542275584";https://twitter.com/LoraineRiddick2/status/743504556542275584
techUKdepCEO;2016-06-16 19:51;1;0;"Is UK tech about to pack its bags? Would # brexit kill the UK's fantastic tech ecosystem? # Eutech";;;# #;"743501318455701505";https://twitter.com/techUKdepCEO/status/743501318455701505
EricJohnBrunner;2016-06-16 19:35;0;1;"@ melb4886 # Brexit Tragedy begins. Jo Cox the first one. I fear for the future.";;@;#;"743497149510475776";https://twitter.com/EricJohnBrunner/status/743497149510475776
techUKdepCEO;2016-06-16 19:34;0;4;"Debating # eutech & # brexit with huge sadness in our hearts @ JdR_Techpic.twitter.com/niCZJWcSNO";;@;# #;"743496931557638144";https://twitter.com/techUKdepCEO/status/743496931557638144
EricJohnBrunner;2016-06-16 19:29;0;0;"@ martinmckee # Brexit Jo Cox martyred for European unity.";;@;#;"743495683076988928";https://twitter.com/EricJohnBrunner/status/743495683076988928
dykesy1;2016-06-16 19:25;0;1;"# VoteLeave # Brexit . Make it count on June 23rd . # vote LEAVE .";;;# # #;"743494790059298816";https://twitter.com/dykesy1/status/743494790059298816
elpgb;2016-06-16 19:16;1;1;"@ PaulStreeting austerity and the messages coming from Brexit stir up hatred the world is a horrible place";;@;;"743492434085150721";https://twitter.com/elpgb/status/743492434085150721
attikac;2016-06-16 19:06;2;8;"Just another day at the office... @ HouseofCommons # parliament # cloudy # work # london # travel # brexit # eureferendumpic.twitter.com/2SMqoPOmY5 – bei House Of Commons";;@;# # # # # # #;"743489925421608960";https://twitter.com/attikac/status/743489925421608960
andrewgerrard;2016-06-16 19:01;0;2;"# London # Tech # Talent & the # EU # Brexit debate # EUtech # TLA (at @ Bloomberg in City of London, Greater London)https://www.swarmapp.com/c/2RA1k0wubpL";;@;# # # # # # #;"743488632351260673";https://twitter.com/andrewgerrard/status/743488632351260673
MilenaSanterini;2016-06-16 18:51;5;2;"# Remain no Brexit un pensiero a Jo Cox deputata laburista che voleva Gran Bretagna in Europa, disarmo e accoglienza immigrati @ demosolidale";;@;#;"743486111994028032";https://twitter.com/MilenaSanterini/status/743486111994028032
CLanduyt;2016-06-16 18:48;0;0;"Brexit? "Thou hast cast away thyself, being like thyself. A mad man so long, now a fool." W. Shakespeare, Timon of Athens, act 4 scene 3.";;;;"743485403865415680";https://twitter.com/CLanduyt/status/743485403865415680
actionjulez;2016-06-16 18:38;0;0;"Keep it - have you forgotten how we got here in the first place # vote to stay # brexit # united… https://www.instagram.com/p/BGuOujHQ4y8/";;;# # #;"743482869733957632";https://twitter.com/actionjulez/status/743482869733957632
OliverBanks;2016-06-16 18:28;0;1;"If this is - as rumoured - related to the Brexit campaign, it's a travesty that someone has seen fit to kill a public servant over it.";;;;"743480331408392192";https://twitter.com/OliverBanks/status/743480331408392192
FashionNewsUK;2016-06-16 18:03;0;0;"U.S. Equity Markets Down on Brexit Concerns and Global Market Selloff http://j.mp/23egEeI # Fashionpic.twitter.com/Vf1xumFJzY";;;#;"743474011867275264";https://twitter.com/FashionNewsUK/status/743474011867275264
VaeVictis;2016-06-16 17:28;1;2;"Hai scritto qualcosa come “Dio del Brexit”!";;;;"743465369927573504";https://twitter.com/VaeVictis/status/743465369927573504
trendinaliaDE;2016-06-16 17:28;0;0;"Wusstest du, dass # Brexit 22 Stunden lang Trend in Deutschland am Mittwoch 15? http://www.trendinalia.com/twitter-trending-topics/germany/germany-160615.html … # trndnl";;;# #;"743465191711473664";https://twitter.com/trendinaliaDE/status/743465191711473664
DailyHEREFORD;2016-06-16 17:24;0;0;"UKIP Brexit battle bus attracts vote leave supporters in # RossOnWye http://j.mp/1Q8ilIt # Herefordshirepic.twitter.com/JmG6bW47pR";;;# #;"743464205404123136";https://twitter.com/DailyHEREFORD/status/743464205404123136
Rengren;2016-06-16 17:13;0;0;"Står här och pratar Brexit. # borisjohnson # davidcameron (at @ SturehofSkocken in Stockholm) https://www.swarmapp.com/c/1d0MZYGS2fa";;@;# #;"743461584136175616";https://twitter.com/Rengren/status/743461584136175616
DailyOXFORD;2016-06-16 17:10;0;0;"Street poll suggests Didcot backs Brexit http://j.mp/23e8xP3 # Oxonpic.twitter.com/dXYnYYWYHf";;;#;"743460803538411520";https://twitter.com/DailyOXFORD/status/743460803538411520
BroughtonTowers;2016-06-16 17:04;0;0;"Brexit would be GOOD for the EU, says top German Eurocrat http://dailym.ai/1txPUd3  viahttp://dailym.ai/android";;;;"743459243915939844";https://twitter.com/BroughtonTowers/status/743459243915939844
andersivera;2016-06-16 17:03;4;1;"Conspiracions, interessos... El cas Jo Cox es pot tornar en el nou Kennedy. # Brexit";;;#;"743459077041303552";https://twitter.com/andersivera/status/743459077041303552
DailyGLAMORGAN;2016-06-16 16:59;0;0;"The leaders of the UK's biggest cities say 'Brexit is not worth the risk' http://j.mp/1Q8d1EL # Cymrupic.twitter.com/hBbcqLWQ2g";;;#;"743457893354082304";https://twitter.com/DailyGLAMORGAN/status/743457893354082304
KulpaBart;2016-06-16 16:45;0;0;". @ JeremyClarkson: "... James and I only agree on three things, which is ... and Britain staying in.” # Brexit # EUref # StrongerIn # Topgear";;@;# # # #;"743454496609665024";https://twitter.com/KulpaBart/status/743454496609665024
rachaelhmooney;2016-06-16 16:11;0;0;"# streetart # london # brexit # remain # churchill # england @Soho https://www.instagram.com/p/BGt95BdghwF/";;@Soho;# # # # # #;"743445849041080320";https://twitter.com/rachaelhmooney/status/743445849041080320
GuardianTrustFX;2016-06-16 16:00;0;0;"Trapped Traders® Daily Analysis - Selling # NZDUSD https://youtu.be/FrlZPFcdOxk  via @ YouTube # forextrading # Brexit";;@;# # #;"743443192595488769";https://twitter.com/GuardianTrustFX/status/743443192595488769
PhoenixBTrading;2016-06-16 15:55;0;0;"Brexit fears weighing on the markets... Where to put your money. Safe havens # GOLD # JPY # usd… https://www.instagram.com/p/BGt8GQ_JXIA/";;;# # #;"743441899952955392";https://twitter.com/PhoenixBTrading/status/743441899952955392
jonnymorris;2016-06-16 15:32;0;0;"." @ The_TUC: The case against left-Brexit: this is not a referendum on neoliberalism http://ow.ly/tAUB301czJ4  pic.twitter.com/7gYKPREdNr"";;@;;"743436161033592832";https://twitter.com/jonnymorris/status/743436161033592832
Ride_Velo;2016-06-16 15:32;0;2;"Biking Boys Say No to Brexit http://www.ridevelo.cc/shorts/2016/6/16/riding-for-the-remain-campaign …";;;;"743436045824430080";https://twitter.com/Ride_Velo/status/743436045824430080
friendly_bishop;2016-06-16 15:22;0;0;"dreams of working for @ EU_Commission aside, # Brexit ppl please have a look at the amazing collaborative work they do.";;@;#;"743433598741655552";https://twitter.com/friendly_bishop/status/743433598741655552
mcfontaine;2016-06-16 15:18;2;2;"# AudioMo - Day 15 - Brexit Brassneck https://audioboom.com/boos/4706328-audiomo-day-15-brexit-brassneck … via @ audioBoom # audiomo # audiomo2016 # voteremain";;@;# # # #;"743432660471660545";https://twitter.com/mcfontaine/status/743432660471660545
LouiseKms;2016-06-16 15:18;0;0;"RT @ OwenJones84: Nigel Farage could be a Cabinet minister in weeks after Brexit. https://twitter.com/MichaelLCrick/status/743068947789021184 …";;@;;"743432494368886785";https://twitter.com/LouiseKms/status/743432494368886785
SWFGreens;2016-06-16 14:51;0;0;"# Greens: Green Party calls out ‘immigration lies’ from Brexit campaign and launches positive free movement campaign https://goo.gl/6kw4dd";;;#;"743425656952762370";https://twitter.com/SWFGreens/status/743425656952762370
thaz01t;2016-06-16 14:40;1;0;"The # brexit camp's best card is # DavidCameron + # GeorgeOsborne No1 trusts them so will vote against them,no matter,is this true # BBCAskThis";;;# # # #;"743423073160921088";https://twitter.com/thaz01t/status/743423073160921088
racingindore;2016-06-16 14:36;1;0;"yes, let's get out of the # EU double quick and get some pride back # Brexit";;;# #;"743422022517198849";https://twitter.com/racingindore/status/743422022517198849
wells_dj;2016-06-16 14:30;0;0;"Interesting from Leave: not disputing economic effect of # brexit, just whether Bank can tell us. # spooky";;;# #;"743420558772166656";https://twitter.com/wells_dj/status/743420558772166656
Purfleetjohn;2016-06-16 13:50;0;1;"Cut off for days in the Cairngorms. Brexit are winning ? ! Oh fuck me, no";;;;"743410460305784832";https://twitter.com/Purfleetjohn/status/743410460305784832
carr_davec;2016-06-16 13:46;0;0;"Brexit will result in General Election";;;;"743409509415141376";https://twitter.com/carr_davec/status/743409509415141376
HantsEuroMove;2016-06-16 13:44;0;0;"brexit gives despair. What risks would you like to talk about.";;;;"743408972737183744";https://twitter.com/HantsEuroMove/status/743408972737183744
Essex_Marketing;2016-06-16 13:40;0;0;"What would Brexit mean for # marketing regulations? http://dlvr.it/LZXvkN # Essexpic.twitter.com/j2f5Bmf4D6";;;# #;"743407836063903744";https://twitter.com/Essex_Marketing/status/743407836063903744
GuardianTrustFX;2016-06-16 13:36;0;0;"How To Trade # Forex - Trapped Traders® Daily Analysis - Selling # NZDUSD https://youtu.be/FrlZPFcdOxk  via @ YouTube # Brexit # MT4";;@;# # # #;"743406785004978176";https://twitter.com/GuardianTrustFX/status/743406785004978176
SWFLabour;2016-06-16 13:16;0;0;"# Labour: Don’t blame migrants or the EU for Britain’s problems – Corbyn speech on Brexit http://j.mp/23dCfni pic.twitter.com/XN9SsSUyA3";;;#;"743401777295306752";https://twitter.com/SWFLabour/status/743401777295306752
KilFer;2016-06-16 13:08;0;0;"estrictamente no necesitan hacer campaña en Gibraltar... Porque Gibraltar ya está en contra del Brexit. Les perjudica.";;;;"743399823689265152";https://twitter.com/KilFer/status/743399823689265152
Essex_Marketing;2016-06-16 13:08;4;1;"What would Brexit mean for ‘ # brand Britain’? http://dlvr.it/LZXGd9 # Essexpic.twitter.com/2xK0LGRuHW";;;# #;"743399782509514752";https://twitter.com/Essex_Marketing/status/743399782509514752
Essex_Marketing;2016-06-16 13:08;6;0;"What would Brexit mean for recruiting talent? http://dlvr.it/LZXGJy # Essexpic.twitter.com/Yh46HvN4J9";;;#;"743399773030387713";https://twitter.com/Essex_Marketing/status/743399773030387713
nvassalo;2016-06-16 13:04;0;0;"There’s Brexit and then there’s Continental Breakfast # EURef # NetArt http://continentalbreakfast.eu/";;;# #;"743398851923566592";https://twitter.com/nvassalo/status/743398851923566592
papalamour;2016-06-16 13:01;0;1;"You don't need to put up a # Brexit sign with a garden like this.... # gardenprofilingpic.twitter.com/EeWOneL97C";;;# #;"743398148291334145";https://twitter.com/papalamour/status/743398148291334145
HantsEuroMove;2016-06-16 13:00;0;0;"but it does equal who you will get. If we leave we will be governed by liars from Brexit as Boris Gove etc take over";;;;"743397822922268672";https://twitter.com/HantsEuroMove/status/743397822922268672
gwynneevan;2016-06-16 12:54;0;1;"Osborne has accidentally exposed how ridiculous his austerity cuts were through his post-Brexit Budg... http://news360.com/article/355787201 … Incompetent!";;;;"743396373865893888";https://twitter.com/gwynneevan/status/743396373865893888
Newsminster;2016-06-16 12:42;2;0;"Leave or Remain in the EU? The arguments for and against Brexit http://bit.ly/1Q7vKjS # Politicspic.twitter.com/SMllEIVAXV";;;#;"743393325965676545";https://twitter.com/Newsminster/status/743393325965676545
Padraig_McCann;2016-06-16 12:32;0;0;"Former President of Ireland Mary McAleese warns against # Brexit & implication for Anglo-Irish relations # VoteRemain http://a.msn.com/r/2/AAh69Tu?a=1&m=EN-IE …";;;# #;"743390891847618560";https://twitter.com/Padraig_McCann/status/743390891847618560
MarysiaT;2016-06-16 12:24;1;0;"My live interview on @ londonlive about my Songs of Brexit webseries by The Singing Psychic Link… https://www.instagram.com/p/BGtj50vmxm0/";;@;;"743388701875535872";https://twitter.com/MarysiaT/status/743388701875535872
nicola291;2016-06-16 12:21;0;0;"# brexit # thegreatescape nigelfarage @The Houses of Parliament https://www.instagram.com/p/BGtjjGjSPgn/";;@The;# #;"743387920438951936";https://twitter.com/nicola291/status/743387920438951936
SWFLabour;2016-06-16 12:14;0;0;"# Labour: Corbyn lays into Tory Brexit camp over EU “blame game” http://j.mp/1Q7sl4w pic.twitter.com/oqMppAFKFv";;;#;"743386166091616256";https://twitter.com/SWFLabour/status/743386166091616256
GSMAlumni;2016-06-16 12:01;0;1;"Eu referendum happening today in greenford at 1120am Mp Stephen Pound debates # Brexit # GSMHorizonAward # gsmcareerspic.twitter.com/t7gOvgdhZm";;;# # #;"743383001581649920";https://twitter.com/GSMAlumni/status/743383001581649920
Miki_Chic;2016-06-16 11:53;0;2;"BrExit? # mikichic # mikichiclife # mikichicstyle # boutique # roma # rome # fashion # shopping… https://www.instagram.com/p/BGtgZxFj0Q6/";;;# # # # # # # #;"743380997551558656";https://twitter.com/Miki_Chic/status/743380997551558656
JoannieCo;2016-06-16 11:43;0;1;"# SaveTheRomainianChildren # VoteLeave Stop greedy parents leaving them alone. its not right! # Brexit # SOS # VictoriaLive # No2EU";;;# # # # # #;"743378432340410368";https://twitter.com/JoannieCo/status/743378432340410368
racingindore;2016-06-16 11:42;0;0;"Well worth reading @ FraserNelson on the reasons The @ spectator is advocating # Brexit . Well reasoned argument , delightfully constructed .";;@ @;#;"743378149770149888";https://twitter.com/racingindore/status/743378149770149888
paulkporter;2016-06-16 11:41;0;0;"The Brexit Flotilla was quite the spectacle yesterday. I'm not political and my views are my… https://www.instagram.com/p/BGtfBqXK0Nt/";;;;"743377977384239105";https://twitter.com/paulkporter/status/743377977384239105
DavidWoodhead26;2016-06-16 11:35;0;0;"# Brexit There are 500 million people in the EU There are 21 Billion in the rest of the world Which is best for trade pic.twitter.com/6XwQOydz8F";;;#;"743376437097402368";https://twitter.com/DavidWoodhead26/status/743376437097402368
davidmcinnes92;2016-06-16 11:34;0;0;"*makes plans to be resident in other EU country upon date of brexit*";;;;"743376198038863872";https://twitter.com/davidmcinnes92/status/743376198038863872
JoannieCo;2016-06-16 11:30;0;0;"# LeaveEuropeJointheROTW # Brexit! # VoteLeave For the sake of our sanity! For the sake of our country!";;;# # #;"743375090100887552";https://twitter.com/JoannieCo/status/743375090100887552
ThurrockNews;2016-06-16 11:22;1;3;"Enquirer poll reveals Thurrock set to vote for Brexit http://goo.gl/GEQ0xk # Thurrockpic.twitter.com/3bDJGrt4m1";;;#;"743373219478966272";https://twitter.com/ThurrockNews/status/743373219478966272
AdrienneKlasa;2016-06-16 11:22;0;0;"no but seriously, go out and vote # Brexit # remain # iwanteu @Brussels, Belgium https://www.instagram.com/p/BGtcz11JGSN/";;@Brussels;# # #;"743373095113719808";https://twitter.com/AdrienneKlasa/status/743373095113719808
afshinrattansi;2016-06-16 11:16;3;1;"Brexit: Leave campaigner claims BOE governor sent him ‘aggressive’ letter - http://www.irishtimes.com/business/economy/brexit-leave-campaigner-claims-boe-governor-sent-him-aggressive-letter-1.2687093 … # EUreferendum";;;#;"743371729519648768";https://twitter.com/afshinrattansi/status/743371729519648768
JoannieCo;2016-06-16 11:11;0;0;"my friend was offered over £1200 per month when came over. But working now # Brexit. # VoteLeave";;;# #;"743370310297264128";https://twitter.com/JoannieCo/status/743370310297264128
